Timestamp,I will use my new powers...,Sample Question 2,The course delivered its advertised curriculum.,This instructor communicated content clearly.,What could the instructor do better next time?,"In general, what would make this training better next time?",Unnamed: 7,How did you hear about this training?,"After this training, if my schedule allows, I would be interested in attending another D-Lab training.","What trainings, workshops, or working groups would you like to see the D-Lab offer?",Unnamed: 11,What kind of data are you working with / would you like to work with?,"What department, school, program, or organization at Berkeley are you associated with?",Unnamed: 14,What other services (besides training) could D-Lab help you with?,"What department, school, program, or organization at Berkeley are you associated with?.1","Any other information or comments you want to share? What training, working groups, or services would you like to see the D-Lab offer? What kind of data are you working with/would you like to work with? What is the greatest technical challenge to your research?",What was the most helpful part of the training for you?,What was the most disappointing part of this training for you?,"I left with new knowledge, skills, and/or resources that are useful for my research.",What is the greatest technical challenge to your research?,I will use my new skills and powers...,How did you hear about this training?.1,Instructor.1,Please indicate your gender.,Please describe your race/ethnicity. Check all that apply.   ,"People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?",Have you experienced these barriers in the D-Lab?,"If yes, what factors contributed to these barriers?",What is your career stage or position?
10/17/2014 17:06:46,,,6,6,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,"Decline to state, Human being",2.0,1.0,,
10/17/2014 16:39:03,,,6,6,,,,Email from another mailing list,6.0,,,,ISEEES,,,Visiting fellow or researcher,,,,6,,,,,Female/Woman,White,1.0,1.0,,
10/17/2014 15:12:07,,,7,6,,,,Found it on the D-Lab website,7.0,,,,,,,Academic staff title,,,,6,,,,,Male/Man,African American/Black,3.0,3.0,Learning materials,
10/17/2014 15:10:50,,,7,5,,,,Heard about it from a friend/colleague,7.0,,,,FSF,,,Undergraduate student,,,,5,,,,,Male/Man,Asian American,1.0,1.0,,
10/17/2014 14:56:58,,,6,6,,,,Found it on the D-Lab website,6.0,,,,,,,Masters student,,,,6,,,,,Male/Man,White,,,,
10/17/2014 14:43:54,,,7,7,,,,,7.0,,,,ieor,,,Masters student,,,,7,,,,,Male/Man,International,1.0,1.0,,
10/17/2014 14:36:38,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Public Health,,,Faculty,"The class was awesome! Nora was awesome. I will definitely be back to D-lab! All of my questions were answered clearly. Nora went at a reasonable pace, was clearly quite knowledgable, and explained things clearly.",,,7,,,,,Female/Woman,African American/Black,1.0,1.0,,
10/17/2014 13:40:44,,,6,4,,,,Found it on the D-Lab website,6.0,,,,ESPM,,,Undergraduate student,Beginning Python Workshop,,,5,,,,,Female/Woman,White,1.0,1.0,,
10/17/2014 12:35:01,,,6,6,,,,Email from another mailing list,6.0,,,,,,,,,,,6,,,,,,n/a,,,,
10/17/2014 12:34:07,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,Public Health,,,"PhD student, dissertation stage",,,,6,,,,,Female/Woman,Decline to state,3.0,1.0,,
10/17/2014 12:32:39,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Public Health,,,Faculty,,,,7,,,,,Female/Woman,African American/Black,1.0,1.0,,
10/17/2014 12:31:40,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Public Health,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,1.0,1.0,,
10/17/2014 12:30:43,,,7,7,,,,Found it on the D-Lab website,7.0,,,,social welfare,,,"PhD student, pre-dissertation",This was the most useful d-lab training I've had yet. Thanks to nora! ,,,7,,,,,Female/Woman,White,1.0,1.0,,
10/17/2014 12:29:23,,,5,6,,,,Heard about it from a friend/colleague,7.0,,,,social welfare,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,3.0,3.0,,
10/17/2014 12:28:14,,,3,7,,,,,7.0,,,,,,,,,,,7,,,,,,n/a,,,,
10/15/2014 15:54:07,,,7,7,,,,Digital Humanities,7.0,,,,Library,,,Administrative staff title,,,,7,,,,,Female/Woman,Asian American,2.0,1.0,Lack of Exposure,
10/15/2014 15:52:55,,,7,6,,,,Found it on the D-Lab website,7.0,,,,Bancroft Library,,,Administrative staff title,,,,7,,,,,Male/Man,White,2.0,3.0,Instructors,
10/15/2014 15:52:02,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,,,,,6,,,,,,,,,,
10/15/2014 15:51:27,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,7,,,,,,,,,,
10/15/2014 15:50:52,,,7,7,,,,Heard about it from a friend/colleague,6.0,,,,School of Law,,,Visiting fellow or researcher,Create a handbook that serves as an introduction to Drupal (without going into great and particular detail about the quirks of the program.,,,6,,,,,Female/Woman,White,1.0,1.0,,
10/15/2014 15:49:00,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,History of Art,,,Administrative staff title,,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
10/15/2014 15:48:05,,,7,7,,,,Campus mailing list,7.0,,,,,,,Administrative staff title,,,,7,,,,,Decline to state,Decline to state,1.0,1.0,,
10/15/2014 15:46:53,,,2,3,,,,micronet,2.0,,,,College of Engineering,,,Administrative staff title,Either I'm slow or Quinn was fast or the class wasn't advertised clearly beacause I got lost fast.,,,3,,,,,Male/Man,White,2.0,,,
10/15/2014 15:44:52,,,7,7,,,,Email from another mailing list,6.0,,,,Research,,,IT Staff,,,,6,,,,,Male/Man,White,1.0,1.0,,
10/15/2014 15:43:28,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,,Thank you very much for a thorough and very helpful introduction to using Drupal. I've got a lot more to learn and appreciate the great foundation.,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
10/15/2014 15:18:34,testing testing  this is Susan Grand,,1,1,,,,,,,,,TESTING DEpt,,,,"testing 
This is Susan Grand",,,1,,,,,,testing,1.0,,testing,
10/15/2014 12:34:07,,,7,6,,,,Linked from another website,7.0,,,,Institute of Transportation Studies,,,Academic staff title,"This is my first attendance to D-Lab events. I like the small and interactive environment, and learned something new. 
The diversity of the audience makes it difficult for the curriculum to cater to everyone.",,,7,,,,,Male/Man,Asian American,1.0,1.0,,
10/15/2014 11:56:37,,,4,4,,,,Found it on the D-Lab website,7.0,,,,Museum of Paleontology,,,Academic staff title,,,,6,,,,,Female/Woman,White,5.0,1.0,,
10/15/2014 11:55:42,,,4,3,,,,Email from the D-Lab mailing list,7.0,,,,UCSF QB3,,,QB3 founder and investigator ,The instructor wasn't really very prepared. It's an interesting new tool and I may end up using it - particularly for web publishing. I did learn the basics and the online materials look pretty good. It's in beta so I'll cut him a break.,,,6,,,,,Male/Man,White,1.0,1.0,,
10/15/2014 11:52:38,,,7,5,,,,Email from the D-Lab mailing list,7.0,,,,Social Welfare,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,5.0,3.0,During the last talk I attended (Criminal Justice data presentation) there was little recognition of the sensitive nature of the data being analyzed and the racialized nature of the social problem being discussed; it seemed as though the abstract nature of the analysis eclipsed these issues,
10/15/2014 11:48:57,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Rhetoric,,,Undergraduate student,,,,7,,,,,Male/Man,White,4.0,4.0,educational background,
10/15/2014 11:46:12,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Rhetoric,,,Undergraduate student,,,,7,,,,,Male/Man,White,4.0,4.0,educational background,
10/15/2014 11:41:27,,,5,6,,,,Heard about it from a friend/colleague,6.0,,,,School of Information,,,Masters student,,,,5,,,,,Male/Man,"Asian American, Latino/Chicano",2.0,1.0,,
10/15/2014 9:35:16,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,,,,,7,,,,,,,,,,
10/15/2014 9:34:16,,,7,6,,,,Email from another mailing list,7.0,,,,,,,,Use of R for mapping .shp files and openstreet maps would be great!,,,7,,,,,,,,,,
10/15/2014 9:33:00,,,7,3,,,,Email from another mailing list,7.0,,,,,,,,"I would like to see a workshop on research organizing and document management with programs such as Devon Think. Also, workshops useful for working with historical data.",,,1,,,,,,,,,,
10/15/2014 9:31:31,,,5,5,,,,Email from the D-Lab mailing list,5.0,,,,,,,"PhD student, dissertation stage","I think it's helpful to start with the Big Picture and move to details. Eg-- goal of analysis, where it fits in with research data, etc. This felt like it started with the details, which was hard for me since it felt like we were missing some important aspects of the process. ",,,5,,,,,Female/Woman,White,3.0,1.0,,
10/15/2014 9:28:27,,,5,7,,,,Found it on the D-Lab website,7.0,,,,n/a,,,,"I'm interested in QDAWG, SNA workshops, R, STATA.... so I'm sure I'm coming to the next event. ",,,6,,,,,,n/a,1.0,1.0,,
10/15/2014 9:28:21,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,"PhD student, dissertation stage",I think it would be good for you to present your entire research design,,,6,,,,,Female/Woman,Latino/Chicano,5.0,2.0,Learning materials,
10/15/2014 9:27:00,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,Education,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,4.0,4.0,that time workshops are offered,
10/15/2014 9:26:11,,,7,7,,,,Found it on the D-Lab website,7.0,,,,MVZ,,,volunter/ data intern,"I thought it was great how the hands-on project very much reinforced the concepts learned in the training. Very well done, as more of a quantitative person, I learned a lot about qualitative research. ",,,7,,,,,Male/Man,White,1.0,1.0,,
10/15/2014 9:25:25,,,4,5,,,,Email from the D-Lab mailing list,4.0,,,,Public Health,,,"PhD student, dissertation stage",Another qual workshop series from beginning to end of process would be helpful. (Interview guide ->analysis),,,6,,,,,Female/Woman,White,2.0,1.0,,
10/15/2014 9:23:37,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,5,,,,,,,,,,
10/15/2014 9:22:18,,,6,5,,,,Email from another mailing list,5.0,,,,School and Social Welfare,,,Faculty,Nice workshop: would like higher level workgroup for people to share ideas and use existing data,,,5,,,,,Female/Woman,African American/Black,5.0,1.0,,
10/15/2014 9:20:24,,,4,5,,,,Email from the D-Lab mailing list,6.0,,,,,,,,"It would have been good to have it two parts, or longer",,,5,,,,,,,,,,
10/14/2014 15:25:30,,,6,5,,,,Heard about it from a friend/colleague,6.0,,,,Sociology,,,Postdoctoral researcher,,,,5,,,,,Female/Woman,White,3.0,1.0,,
10/14/2014 14:40:07,,,5,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,"Asian American, White",5.0,2.0,Learning materials,
10/12/2014 12:35:04,,,7,7,,,,Email from another mailing list,7.0,,,,geography,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,White,1.0,1.0,,
10/10/2014 16:17:35,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Bancroft Library,,,Administrative staff title,,,,7,,,,,Male/Man,White,1.0,1.0,,
10/10/2014 14:48:05,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,,,,,7,,,,,n/a,n/a,,,,
10/10/2014 14:47:00,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Social Welfare,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,Asian American,3.0,1.0,Learning materials,
10/10/2014 9:45:39,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,GIS minor; Rhetoric Major,,,Undergraduate student,,,,6,,,,,Male/Man,White,3.0,1.0,Past eduction,
10/10/2014 7:49:50,,,7,7,,,,Email from another mailing list,7.0,,,,Applied Science and Technology,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,International,,,,
10/9/2014 16:46:18,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,,I really enjoyed the concrete examples this instructor provided from his own work/scholarship.,,,6,,,,,,Decline to state,,,,
10/9/2014 16:44:44,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Ethnic Studies,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,mixed,2.0,1.0,,
10/9/2014 16:43:18,,,6,7,,,,Email from another mailing list,4.0,,,,Sociology,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,White,2.0,1.0,,
10/9/2014 16:42:01,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,7,,,,,,Decline to state,,,,
10/9/2014 16:41:18,,,5,6,,,,Found it on the D-Lab website,7.0,,,,Political Science,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,1.0,1.0,,
10/9/2014 16:39:48,,,6,7,,,,Found it on the D-Lab website,6.0,,,,TU Delft,,,Visiting fellow or researcher,I would like to work with big data,,,4,,,,,Female/Woman,White,1.0,1.0,,
10/9/2014 16:37:48,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Social Welfare/Psychology,,,Undergraduate student,I appreciated this workshop very much and I will be back :),,,7,,,,,Male/Man,Latino/Chicano,5.0,1.0,,
10/9/2014 16:35:22,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,,"Digital tools for ethnography ( how to use technology & take notes) , coding qualitative data for complete beginners who don't know about any application or program ",,,4,,,,,,Decline to state,,,,
10/9/2014 16:30:54,,,6,7,,,,Email from another mailing list,5.0,,,,Anthropology,,,"PhD student, pre-dissertation","I can see how this is great for most social scientists. As an anthropologist, I find the course section here was a little basic, dealing with questioning assumptions most social sciences make but that we try to be careful not to. But it was great to get to see what ethnographic means in other disciplines. I enjoyed the workshop. ",,,4,,,,,Female/Woman,Decline to state,5.0,4.0,,
10/9/2014 16:23:44,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,,would love to see something on evaltrics,,,7,,,,,,Decline to state,,,,
10/9/2014 16:22:11,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,7,,,,,,Decline to state,,,,
10/9/2014 16:21:13,,,6,6,,,,Email from another mailing list,6.0,,,,African American Studies,,,"PhD student, pre-dissertation",,,,4,,,,,Female/Woman,African American/Black,3.0,1.0,,
10/9/2014 16:19:36,,,5,4,,,,Heard about it from a friend/colleague,5.0,,,,Sociology,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,Latino/Chicano,3.0,1.0,,
10/9/2014 16:17:59,,,5,5,,,,Email from the D-Lab mailing list,6.0,,,,Sociology,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,White,2.0,2.0,,
10/9/2014 16:15:48,,,7,7,,,,Found it on the D-Lab website,7.0,,,,ISF Associate Direction,,,Faculty,,,,7,,,,,Male/Man,Asian American,1.0,1.0,,
10/9/2014 16:12:07,,,6,6,,,,Email from another mailing list,7.0,,,,Sociology,,,"PhD student, pre-dissertation",,,,5,,,,,Male/Man,White,1.0,1.0,,
10/9/2014 15:11:42,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,D-Lab,,,Administrative staff title,,,,7,,,,,Female/Woman,White,3.0,1.0,,
10/9/2014 12:37:59,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,,,,Administrative staff title,,,,6,,,,,Female/Woman,White,1.0,1.0,,
10/9/2014 12:36:39,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,School of Public Health,,,Administrative staff title,,,,5,,,,,Female/Woman,Asian American,1.0,1.0,,
10/9/2014 12:35:13,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,Social Science Matrix,,,Administrative staff title,,,,6,,,,,Female/Woman,Asian American,1.0,1.0,,
10/9/2014 12:34:05,,,6,7,,,,Found it on the D-Lab website,5.0,,,,"Haas, Natural Resources",,,Undergraduate student,"Stata, R",,,3,,,,,Female/Woman,International,1.0,1.0,,
10/9/2014 12:32:32,,,6,7,,,,Found it on the D-Lab website,7.0,,,,Econ,,,Undergraduate student,,,,6,,,,,Female/Woman,International,2.0,2.0,,
10/9/2014 12:31:34,,,5,6,,,,Found it on the D-Lab website,7.0,,,,,,,,,,,6,,,,,,Decline to state,,,,
10/9/2014 12:30:50,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Classics Dept,,,Volunteer,Thank you very much! More on Drupal of Modules would be great,,,7,,,,,Female/Woman,White,1.0,1.0,,
10/9/2014 12:28:56,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,S.S. Matrix,,,Administrative staff title,Would be nice to have the slides during the lecture so we can go back etc. at our own pace (i.e. send out link or PPT ahead of time),,,7,,,,,Male/Man,White,1.0,1.0,,
10/9/2014 12:26:05,,,7,7,,,,Email from another mailing list,6.0,,,,,,,Postdoctoral researcher,,,,5,,,,,Female/Woman,White,,,,
10/9/2014 12:24:02,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Administrative staff title,,,,7,,,,,Male/Man,Decline to state,2.0,1.0,,
10/9/2014 12:22:56,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,Student Affairs/New Student Services,,,Administrative staff title,Quinn: keep up slides longer for which modules need to be downloaded. This part of your presentation runs too fast. eval should be online,,,6,,,,,Female/Woman,White,5.0,1.0,,
10/9/2014 12:18:37,,,7,7,,,,Don't remember,5.0,,,,Poli Sci,,,,,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,
10/9/2014 12:17:20,,,7,7,,,,via micronet mailing list,7.0,,,,Applied Science & Technology,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,International,,,,
10/9/2014 12:15:34,,,7,7,,,,Heard about it from a friend/colleague,6.0,,,,"CNR (work-study), L&S (student)",,,Undergraduate student,,,,5,,,,,Male/Man,White,1.0,1.0,,
10/9/2014 12:13:28,,,4,5,,,,Heard about it from a friend/colleague,5.0,,,,University Relations,,,staff not administrative,,,,5,,,,,Female/Woman,Asian American,1.0,1.0,,
10/9/2014 12:11:13,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,HWNI,,,Administrative staff title,,,,7,,,,,Male/Man,White,1.0,1.0,,
10/9/2014 9:17:38,,,5,5,,,,Professor,5.0,,,,SPH,,,Masters student,,,,5,,,,,Female/Woman,White,5.0,2.0,,
10/8/2014 15:09:35,,,5,6,,,,Email from the D-Lab mailing list,5.0,,,,None,,,Community researcher,Would have enjoyed a bit of conversation about policy-relevant content!,,,6,,,,,Male/Man,White,2.0,1.0,,
10/2/2014 11:36:57,,,7,7,,,,Email from Drupal Groups Berkeley,7.0,,,,OLAC,,,Administrative staff title,"This is my first time of hearing about D-Lab and I got to hear because of the email from Drupal Groups Berkeley. It seems there is no much publicity about D-Lab
My suggestion will be that its activities should me more publicized as I know of so many that can benefit from their services.
Thank you",,,6,,,,,Male/Man,African American/Black,3.0,1.0,,
10/1/2014 16:14:24,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,History,,,"PhD student, pre-dissertation","-Humanities
-Oriented
-Time and Data Management",,,7,,,,,Female/Woman,Asian American,4.0,2.0,Learning materials,
10/1/2014 15:38:06,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,History of Art,,,Administrative staff title,,,,7,,,,,Female/Woman,Asian American,2.0,1.0,,
10/1/2014 15:36:42,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Lecturer for online Classics Program,,,,7,,,,,Female/Woman,Asian American,4.0,1.0,,
10/1/2014 15:35:03,,,7,7,,,,Email from the D-Lab mailing list,6.0,,,,ESPM,,,Staff,,,,5,,,,,Female/Woman,White,3.0,2.0,,
10/1/2014 15:33:43,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,School of Law,,,Visiting fellow or researcher,Hands-on Tutoring in web development,,,7,,,,,Female/Woman,White,1.0,1.0,,
10/1/2014 15:32:16,,,7,7,,,,email from drupal camp,7.0,,,,,,,,I did not know about DLab before now. I think they should do more advertising.,,,6,,,,,,,,,,
10/1/2014 15:29:43,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Bancroft Library,,,Administrative staff title,This is great. Most approachable DLab class I've done thus far.,,,7,,,,,Male/Man,White,1.0,1.0,,
10/1/2014 15:27:31,,,7,6,,,,Quinn,7.0,,,,History of Art,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,Asian American,1.0,1.0,,
10/1/2014 15:26:05,,,7,7,,,,campus mailing list,7.0,,,,,,,,,,,7,,,,,Female/Woman,White,1.0,1.0,,
10/1/2014 15:25:21,,,5,7,,,,from consultation with Quinn,7.0,,,,,,,,,,,6,,,,,,,,,,
10/1/2014 15:24:36,,,6,5,,,,Email from the D-Lab mailing list,5.0,,,,UREL,,,Administrative staff title,,,,5,,,,,Male/Man,White,1.0,1.0,,
10/1/2014 15:23:36,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,College of Natural Resources,,,,,,,6,,,,,Male/Man,White,2.0,1.0,,
10/1/2014 15:22:42,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,,,,,4,,,,,Male/Man,International,1.0,1.0,,
10/1/2014 15:21:52,,,5,5,,,,Found it on the D-Lab website,6.0,,,,Econ,,,Academic staff title,,,,5,,,,,,,3.0,1.0,Instructors,
10/1/2014 12:30:51,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,,Really enjoyed. Thank you!,,,7,,,,,,Decline to state,,,,
10/1/2014 12:29:42,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,D-Lab,,,Volunteer,,,,6,,,,,Male/Man,White,1.0,1.0,,
10/1/2014 12:28:04,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,,More SQL workshops offered please. Thx!,,,7,,,,,,Decline to state,,,,
9/29/2014 14:12:26,,,1,3,,,,Heard about it from a friend/colleague,4.0,,,,Center for Effective Global Action,,,Administrative staff title,"I'm staff for a poverty econ research center on campus, and manage two programs that award grants to research projects. While I don't have a background in econ or conduct any research myself, I was hoping to get a very basic intro to the STATA. I also don't have any coding background or experience. Perhaps this course was intended for people with a basic nuts-and-bolts understanding of STATA already, but based on the title, I was under the impression it would be completely beginners-level. If there are others like me registering for future classes, here's how I think the delivery could be improved.

-Introduction to basic vocab and terms, and definitions
-Introduction to basic syntax commands and the corresponding performing function
-Clear and simple case study selected in advance to demo and ""play"" with
-Laser pointer or enlarged cursor to clearly indicate tabs/etc on projected screen so

Thank you for offering these classes!",,,2,,,,,Female/Woman,White,1.0,1.0,,
9/29/2014 12:57:01,,,7,5,,,,Found it on the D-Lab website,7.0,,,,anthro,,,Faculty,"My department anthro would benefit immensely from having a methods D-Lab course (Scrivener, Atlas.ti etc.)",,,7,,,,,Female/Woman,"Latino/Chicano, White",1.0,1.0,,
9/29/2014 9:30:53,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Library,,,Librarian,,,,7,,,,,Male/Man,White,5.0,1.0,,
9/29/2014 9:30:10,,,7,6,,,,Heard about it from a friend/colleague,6.0,,,,School of Public Health and Social Welfare,,,Masters student,,,,7,,,,,Female/Woman,White,4.0,1.0,Instructors,
9/29/2014 9:29:06,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,School of Public Health and Social Welfare,,,Masters student,Super helpful. I will need some more 1 on 1 help now. Thanks.,,,7,,,,,Female/Woman,Decline to state,5.0,1.0,,
9/29/2014 9:27:45,,,7,7,,,,Found it on the D-Lab website,5.0,,,,,,,,,,,5,,,,,,,,,,
9/29/2014 9:27:16,,,7,7,,,,Email from another mailing list,7.0,,,,,,,,,,,7,,,,,,,,,,
9/29/2014 9:26:15,,,5,5,,,,Heard about it from a friend/colleague,7.0,,,,GSPP,,,Masters student,,,,7,,,,,Female/Woman,African American/Black,1.0,1.0,,
9/29/2014 9:25:20,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,,Thanks so much! It is really helpful.,,,7,,,,,,,3.0,1.0,,
9/29/2014 9:24:17,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,public health,,,"PhD student, pre-dissertation",Thanks very helpful!,,,7,,,,,Female/Woman,White,4.0,1.0,,
9/29/2014 9:23:15,,,6,5,,,,Found it on the D-Lab website,7.0,,,,psychology,,,Undergraduate student,,,,6,,,,,Male/Man,International,1.0,1.0,,
9/29/2014 9:22:29,,,6,6,,,,Found it on the D-Lab website,7.0,,,,City Planning,,,Masters student,,,,6,,,,,Female/Woman,White,1.0,1.0,,
9/29/2014 9:21:39,,,6,6,,,,Found it on the D-Lab website,7.0,,,,School of Public Health and Social Welfare,,,Masters student,"R, Data visualization , Arc GRS, Intro",,,5,,,,,Female/Woman,Asian American,3.0,1.0,,
9/29/2014 9:16:13,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,Energy and Resource,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,Asian American,4.0,1.0,,
9/29/2014 9:14:29,,,7,7,,,,Found it on the D-Lab website,7.0,,,,"Business, Haas, PhD",,,"PhD student, dissertation stage","Intro to python (Python bootcamp)
Latex (exporting data from Spss, Stata, R) Latex Intro",,,6,,,,,Male/Man,White,1.0,1.0,,
9/29/2014 9:13:10,,,6,5,,,,Heard about it from a friend/colleague,7.0,,,,,,,,Will be great to be more slow paced for first-time people,,,6,,,,,,,,,,
9/27/2014 10:16:29,,,7,7,,,,CEGA staff,7.0,,,,CEGA,,,Visiting fellow or researcher,"I am interested in using technology or softwares in qualitative data analysis (Nvivo, Atlas.ti etc). However all the trainings you are offering are really interesting and very useful.",,,6,,,,,Male/Man,"African American/Black, International",3.0,1.0,,
9/26/2014 17:41:56,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Economics,,,"PhD student, pre-dissertation","I would like to take a Text Analysis course, Webscrapping or Machine learning.",,,7,,,,,Male/Man,"International, Latino/Chicano, White",1.0,1.0,,
9/26/2014 16:43:58,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Haas business,,,"PhD student, dissertation stage","Training on the following would be great:
Latex - introduction
Latex - exporting from SPSS, Stata, R
Introduction to Python /Python bootcamp",,,6,,,,,Male/Man,White,1.0,1.0,,
9/26/2014 16:42:27,,,2,4,,,,Found it on the D-Lab website,5.0,,,,Center for Effective Global Action,,,Administrative staff title,"Having never installed or looked at Stata before, I went into this workshop hoping to learn  the basics and better understand Stata as a tool. However, I feel that the class went too quickly and was not formatted in a way suitable for a beginner. Perhaps try macro-framing the syntax from the beginning, instead of jumping right into examples. While the class was going into comparing variables, I was still determining how basic functions worked. Overall though, I left with a much better conceptualization of how to use and the usefulness of Stata.",,,3,,,,,Decline to state,Decline to state,1.0,1.0,,
9/26/2014 16:41:18,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,"PhD student, pre-dissertation",R!,,,7,,,,,Female/Woman,White,1.0,1.0,,
9/26/2014 16:40:04,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Politcal Science,,,"PhD student, pre-dissertation",I do not receive emails from d-lab even though I've signed up. I would like to have beginner R training. ,,,7,,,,,Female/Woman,African American/Black,4.0,2.0,need more offerings of courses ,
9/26/2014 16:36:45,,,7,7,,,,Email from another mailing list,5.0,,,,Political Science,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,White,1.0,1.0,,
9/26/2014 16:35:04,,,7,7,,,,Email from the D-Lab mailing list,6.0,,,,Political Science,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,3.0,1.0,,
9/26/2014 16:33:22,,,6,6,,,,Professor,6.0,,,,ISF (interdisciplinary studies),,,Undergraduate student,,,,5,,,,,Female/Woman,Asian American,2.0,2.0,,
9/26/2014 16:31:22,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Politcal Science,,,"PhD student, pre-dissertation",Another Training in R.,,,7,,,,,Female/Woman,International,1.0,1.0,,
9/26/2014 12:30:00,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Academic staff title,,,,6,,,,,Female/Woman,White,4.0,1.0,,
9/26/2014 9:30:05,,,6,7,,,,Email from the D-Lab mailing list,4.0,,,,L+S (natural sceince),,,Faculty,This was helpful-mostly a review for me but I learned some new things. ,,,6,,,,,Female/Woman,White,,,,
9/26/2014 9:26:30,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,n/a,,,n/a,,,,6,,,,,,n/a,,,,
